Full Name,Win Rate,Total Fight,Win,Lose,Draw,Height,Weight,Reach,STANCE,DOB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub. Avg
Lucasz Sudolski,0.888888889,9,8,1,0,"6' 4""",205 lbs.,"75""",Orthodox,"Jun 15, 1993",5.7,0.67,4.89,0.28,0.00,0.00,1.00,0
Rameau Thierry Sokoudjou,0.5,36,18,18,0,"5' 10""",205 lbs.,"78""",Orthodox,"Apr 18, 1984",2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9
Song Yadong,0.724137931,29,21,8,1 (1 NC),"5' 8""",135 lbs.,"67""",Orthodox,"Dec 02, 1997",4.49,0.43,3.96,0.55,0.66,0.40,0.72,0.2
Andre Santos,0.791666667,48,38,10,0,"6' 0""",170 lbs.,--,,--,2.77,0.34,4.17,0.41,2.50,0.29,0.75,0
Genki Sudo,0.714285714,21,15,4,2,"5' 9""",155 lbs.,--,Orthodox,"Mar 08, 1978",1.55,0.39,2.23,0.33,3.58,0.60,0.50,4.2
Felicia Spencer,0.75,12,9,3,0,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2
Eric Shelton,0.666666667,18,12,6,0,"5' 6""",125 lbs.,"68""",Orthodox,"Feb 02, 1991",2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2
Rob Sinclair,0.722222222,18,13,5,0,"5' 8""",155 lbs.,--,,"Feb 20, 1980",1.2,0.33,1.73,0.73,0.00,0.00,0.50,0
Wes Shivers,0.875,8,7,1,0,"6' 8""",--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Ryan Stonitsch,0.888888889,9,8,1,0,"5' 9""",170 lbs.,--,Southpaw,"Feb 03, 1977",2.53,0.36,2.53,0.71,0.00,0.00,0.00,0
Matt Sayles,0.666666667,12,8,4,0,"5' 7""",155 lbs.,"68""",Orthodox,"Feb 21, 1994",4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7
Fabio Silva,0.111111111,9,1,8,0,"5' 11""",205 lbs.,--,Orthodox,"Mar 31, 1982",0.09,0.11,5.90,0.38,0.00,0.00,0.00,0
Antonio Silva,0.59375,32,19,12,1,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",2.89,0.45,3.09,0.50,0.82,0.29,0.66,0.8
Thiago Silva,0.76,25,19,6,0 (2 NC),"6' 2""",205 lbs.,"74""",Orthodox,"Nov 12, 1982",3.92,0.50,2.55,0.67,1.03,0.47,0.70,0.7
Jeka Saragih,0.823529412,17,14,3,0,"5' 8""",145 lbs.,"69""",Orthodox,"Jan 01, 1995",2.76,0.50,2.84,0.40,2.37,1.00,0.66,0.6
Bruno Silva,0.676470588,34,23,11,0,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 13, 1989",4.12,0.49,5.45,0.41,0.93,0.27,0.73,0
Bobby Stack,0.727272727,11,8,3,0,"5' 9""",155 lbs.,--,Orthodox,--,1,0.20,2.89,0.34,7.48,0.45,1.00,0
Sam Spengler,0.642857143,14,9,5,0,"5' 11""",185 lbs.,--,Orthodox,--,3.27,0.62,3.27,0.54,1.75,0.11,0.75,1.8
Yuta Sasaki,0.724137931,29,21,6,2,"5' 10""",125 lbs.,"71""",Southpaw,"Oct 07, 1989",2.16,0.41,2.50,0.50,3.03,0.43,0.41,1.2
Rony Sefo,0,2,0,2,0,"5' 9""",225 lbs.,--,Orthodox,--,0,0.00,0.43,0.00,0.00,0.00,0.00,0
Lodune Sincaid,0.625,24,15,9,0,"5' 9""",185 lbs.,--,Orthodox,"May 07, 1973",2.72,0.42,6.17,0.57,0.00,0.00,0.75,0
Kalib Starnes,0.586206897,29,17,11,1,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975",2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6
Alexander Soldatkin,0.777777778,18,14,4,0,"6' 2""",250 lbs.,"75""",Orthodox,"Jun 10, 1993",1.16,0.60,1.35,0.26,1.45,0.50,0.50,0
Brad Scott,0.647058824,17,11,6,0,"6' 1""",170 lbs.,"76""",Orthodox,"Jun 24, 1989",3.52,0.41,4.31,0.57,0.32,0.15,0.63,0.7
Valentina Shevchenko,0.821428571,28,23,4,1,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",3.28,0.52,2.11,0.62,2.56,0.63,0.71,0.4
Tony Sims,0.75,16,12,4,0,"5' 11""",155 lbs.,"70""",Southpaw,"Oct 14, 1985",1.81,0.63,0.76,0.65,0.71,0.50,0.50,0.7
Cory Sandhagen,0.80952381,21,17,4,0,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",5.33,0.44,3.40,0.58,1.36,0.33,0.64,0.3
Rafael Silva,0.823529412,34,28,6,0,"5' 7""",135 lbs.,--,,"Mar 20, 1985",0.67,0.50,0.73,0.67,0.00,0.00,0.25,1
Fredy Serrano,0.6,5,3,2,0,"5' 3""",125 lbs.,"65""",Orthodox,"Sep 22, 1979",1.58,0.26,1.89,0.61,2.84,0.25,0.84,0
Erick Sanchez,0.727272727,11,8,3,0,"5' 10""",145 lbs.,--,,"Oct 04, 1990",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Kenneth Seegrist,0.363636364,11,4,7,0,"6' 0""",185 lbs.,--,Orthodox,--,3.21,0.66,1.28,0.00,0.00,0.00,0.40,14.4
Joe Stevenson,0.673469388,49,33,16,0,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982",2.05,0.44,2.44,0.60,2.75,0.44,0.39,2.2
Townsend Saunders,0,2,0,2,0,"5' 5""",170 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Natalia Silva,0.739130435,23,17,5,1,"5' 4""",125 lbs.,"65""",Southpaw,"Feb 03, 1997",4.53,0.44,2.10,0.65,0.50,0.28,0.91,0
Emrah Sonmez,0.736842105,19,14,5,0,"5' 10""",145 lbs.,"71""",Orthodox,"Jun 26, 1992",1.47,0.46,1.73,0.48,5.00,0.21,0.00,0
Tim Stout,0.545454545,22,12,10,0,"5' 11""",185 lbs.,--,,"Feb 09, 1979",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Curtis Stout,0.458333333,24,11,12,1,"6' 1""",185 lbs.,--,Southpaw,"Nov 07, 1973",0.69,0.67,3.20,0.29,0.00,0.00,0.20,0
Sim Kai Xiong,0.833333333,6,5,1,0,"5' 5""",125 lbs.,"66""",Orthodox,"Sep 06, 1997",3.19,0.63,4.56,0.47,6.84,0.28,0.00,0
Gian Siqueira,0.791666667,24,19,5,0,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1994",0.8,1.00,3.41,0.19,0.00,0.00,0.00,0
Brian Stann,0.666666667,18,12,6,0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 24, 1980",3.28,0.42,2.65,0.59,0.12,0.12,0.60,0.3
Lacey Schuckman,0.523809524,21,11,10,0,"5' 3""",125 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Josh Sampo,0.6875,16,11,5,0,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",1.99,0.36,2.96,0.55,1.06,0.33,0.40,2.1
Matt Secor,0.666666667,12,8,4,0,"6' 0""",170 lbs.,--,,"Sep 26, 1986",0.51,0.20,0.81,0.50,3.03,1.00,0.00,3
Eric Steenberg,0.833333333,6,5,1,0,--,155 lbs.,--,,"Jun 22, 1983",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Krzysztof Soszynski,0.666666667,39,26,12,1,"6' 1""",205 lbs.,"77""",Open Stance,"Aug 02, 1977",3.37,0.39,3.13,0.58,0.52,0.25,0.71,1
Ken Shamrock,0.595744681,47,28,17,2,"6' 1""",205 lbs.,"72""",Orthodox,"Feb 11, 1964",1.47,0.46,4.30,0.39,0.94,0.60,0.44,2.5
Joe Son,0,4,0,4,0,"5' 4""",236 lbs.,--,Orthodox,"Nov 22, 1970",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Zach Skinner,0.476190476,21,10,11,0,"5' 6""",145 lbs.,--,Orthodox,--,0.53,0.50,2.40,0.32,5.00,0.27,1.00,1
Martin Sano,0.5,8,4,3,1,"5' 11""",170 lbs.,"75""",Orthodox,"May 30, 1991",4,0.33,12.00,0.40,0.00,0.00,0.00,0
Brandon Shuey,0.538461538,13,7,6,0,"5' 7""",155 lbs.,--,Orthodox,"Feb 01, 1976",0.68,0.33,1.36,0.00,0.00,0.00,0.00,10.2
Assuerio Silva,0.666666667,24,16,8,0 (1 NC),"5' 10""",241 lbs.,--,Orthodox,"Jun 18, 1974",1.42,0.46,4.20,0.54,2.66,0.34,0.25,1.8
Duda Santana,0.75,4,3,1,0,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996",6.01,0.39,2.72,0.73,6.44,0.60,0.00,0
Ray Sefo,0.5,4,2,2,0,"6' 0""",240 lbs.,--,Orthodox,"Feb 15, 1971",0.86,0.31,1.71,0.72,0.00,0.00,0.66,0
Liudvik Sholinian,0.642857143,14,9,4,1,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 20, 1990",2.5,0.30,5.67,0.55,0.00,0.00,0.66,0
Matt Schnell,0.666666667,24,16,8,0 (1 NC),"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",4.23,0.38,4.56,0.55,0.59,0.44,0.50,1
Harris Sarmiento,0.580645161,62,36,26,0,"5' 9""",155 lbs.,--,Orthodox,"Sep 09, 1983",0.84,0.25,3.46,0.36,2.36,0.60,0.57,0
Dave Strasser,0.757575758,33,25,8,0,"5' 10""",170 lbs.,--,Orthodox,"Jul 13, 1969",3.04,0.45,1.88,0.59,0.72,0.33,0.33,0
Tetsuya Seki,0.608695652,23,14,8,1,"5' 10""",155 lbs.,--,,"Feb 08, 1994",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Josh Stansbury,0.333333333,12,4,8,0,"6' 2""",205 lbs.,"74""",Orthodox,"Nov 19, 1984",3.22,0.54,3.54,0.54,0.00,0.00,0.87,1
Takashi Sato,0.695652174,23,16,7,0,"5' 10""",170 lbs.,"73""",Southpaw,"Jun 09, 1990",2.21,0.41,3.73,0.44,0.76,0.37,0.60,0
David Smith,0.833333333,6,5,1,0,--,155 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Erik Silva,0.75,12,9,3,0,"5' 9""",145 lbs.,"71""",Orthodox,"Mar 16, 1987",2.07,0.70,1.57,0.40,3.76,0.80,0.62,0
Hans Stringer,0.666666667,33,22,8,3,"6' 3""",205 lbs.,--,Orthodox,"Jul 06, 1987",3.16,0.61,2.84,0.41,2.40,0.36,0.62,0
Leslie Smith,0.555555556,18,10,7,1,"5' 9""",135 lbs.,"66""",Orthodox,"Aug 17, 1982",7.56,0.40,8.41,0.51,0.00,0.00,0.62,0
Fabiano Scherner,0.523809524,21,11,10,0 (3 NC),"6' 3""",257 lbs.,--,Orthodox,"Jun 30, 1972",1.31,0.31,3.20,0.38,1.09,0.33,0.40,0
Will Santiago,0.642857143,14,9,5,0,"5' 7""",185 lbs.,--,Orthodox,"Feb 08, 1983",1.47,0.39,5.53,0.56,1.00,0.50,1.00,0
Kevin Szaflarski,0.846153846,13,11,2,0,"6' 5""",260 lbs.,"77""",Orthodox,"Dec 30, 1994",1.13,0.28,8.07,0.30,0.00,0.00,0.00,0
Sam Stout,0.606060606,33,20,12,1,"5' 9""",155 lbs.,"70""",Orthodox,"Apr 23, 1984",4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
Joe Solecki,0.764705882,17,13,4,0,"5' 9""",155 lbs.,"70""",Orthodox,"Aug 27, 1993",2.21,0.56,1.53,0.52,2.65,0.50,0.50,1.5
Richie Smullen,0.6,5,3,1,1,"5' 9""",155 lbs.,"68""",Orthodox,"Aug 17, 1991",1.98,0.77,2.26,0.65,8.49,0.66,0.00,0
Wanderlei Silva,0.729166667,48,35,13,1 (1 NC),"5' 11""",205 lbs.,"74""",Orthodox,"Jul 03, 1976",2.79,0.40,2.19,0.60,0.97,0.53,0.62,0.6
Daniel Spitz,0.666666667,9,6,3,0,"6' 7""",245 lbs.,"82""",Orthodox,"Jul 31, 1990",2.6,0.35,5.30,0.46,0.74,0.66,0.00,0
Jay Silva,0.454545455,22,10,11,1,"6' 2""",185 lbs.,--,Southpaw,--,1.13,0.34,3.07,0.40,0.00,0.00,0.38,1
Jason Suttie,0,1,0,1,0,"6' 0""",210 lbs.,--,Orthodox,"Aug 07, 1973",2.07,0.83,4.97,0.36,0.00,0.00,0.00,0
Matt Skelton,0,1,0,1,0,"6' 3""",265 lbs.,--,Orthodox,"Jan 23, 1967",0,0.00,0.54,0.00,0.00,0.00,0.66,0
Edimilson Souza,0.75,20,15,5,0,"6' 0""",145 lbs.,"74""",Orthodox,"Oct 17, 1984",4.65,0.44,2.91,0.58,0.00,0.00,0.50,0
Alex Soto,0.666666667,12,8,3,1,"5' 8""",135 lbs.,--,Southpaw,"Feb 15, 1984",2.95,0.25,5.02,0.59,2.82,0.30,0.00,0
Pete Sell,0.588235294,17,10,7,0,"5' 11""",170 lbs.,"75""",Orthodox,"Aug 05, 1982",2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9
Young Jae Song,0.857142857,7,6,0,1,--,145 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Alex Schoenauer,0.6,25,15,10,0,"6' 3""",185 lbs.,--,Orthodox,"May 05, 1976",1.22,0.40,2.27,0.42,0.00,0.00,0.22,4.9
Andreas Spang,0.75,12,9,3,0,"6' 1""",185 lbs.,--,,"Nov 07, 1978",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Kyle Sturgeon,0,1,0,1,0,"6' 3""",225 lbs.,--,Switch,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Rama Supandhi,0.666666667,12,8,4,0,"5' 5""",125 lbs.,"66""",Southpaw,"Nov 07, 1991",2.2,0.42,3.53,0.48,1.00,0.11,0.00,0
Joseph Sandoval,0.5,14,7,7,0,"5' 7""",135 lbs.,--,Southpaw,"May 11, 1986",1.82,0.42,12.12,0.60,0.00,0.00,0.00,0
Daniel Spohn,0.714285714,21,15,6,0,"6' 4""",205 lbs.,"79""",Southpaw,"Oct 12, 1984",2.42,0.49,1.60,0.53,0.00,0.00,0.28,2.5
Mario Soto,0.777777778,9,7,2,0,"6' 0""",145 lbs.,--,,--,1.43,0.23,5.23,0.42,0.00,0.00,0.00,0
Justin Salas,0.631578947,19,12,7,0,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",3.42,0.43,2.96,0.68,2.43,0.20,0.00,0
Patrick Speight,0.7,10,7,3,0,"6' 1""",170 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Ron Sparks,0.727272727,11,8,3,0,"6' 5""",265 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Luis Saldana,0.666666667,24,16,7,1,"5' 11""",145 lbs.,"73""",Orthodox,"Jan 27, 1991",5.16,0.50,3.65,0.60,0.64,0.17,0.44,0.2
Maurice Smith,0.461538462,26,12,14,0,"6' 2""",221 lbs.,--,Orthodox,"Dec 13, 1961",0.41,0.46,0.47,0.60,0.89,0.50,0.20,0.9
Daniel Straus,0.774193548,31,24,7,0 (1 NC),"5' 7""",145 lbs.,"71""",,"Jul 27, 1984",4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1
Alessio Sakara,0.633333333,30,19,11,0 (2 NC),"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",3.96,0.47,2.80,0.59,2.18,0.78,0.62,0
Gilbert Smith,0.666666667,18,12,6,0,"5' 9""",185 lbs.,--,Southpaw,"Oct 19, 1981",1.09,0.41,2.73,0.35,3.51,0.60,0.00,1.2
Jean Silva,0.612903226,31,19,12,3 (1 NC),"5' 6""",160 lbs.,--,Orthodox,"Oct 08, 1977",0.73,0.22,2.93,0.52,0.00,0.00,0.00,0
Edivan Santos,0.8,15,12,3,1 (1 NC),"6' 4""",248 lbs.,"78""",Orthodox,"May 03, 1992",1.55,0.48,7.09,0.26,0.00,0.00,0.25,0
Katsuyori Shibata,0.25,16,4,11,1,"6' 0""",168 lbs.,--,Orthodox,"Nov 17, 1979",2.06,0.35,2.40,0.53,0.49,0.50,0.53,0.7
Robert Sanchez,0.8,10,8,2,0,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",0.96,0.40,1.78,0.46,3.61,0.62,0.50,0.7
Nick Serra,0.7,10,7,3,0,"5' 9""",170 lbs.,--,Orthodox,"Mar 27, 1978",0,0.00,1.73,0.43,1.00,0.10,0.00,2
Adam Schindler,0.625,16,10,6,0,"5' 8""",155 lbs.,--,,"May 19, 1983",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Kiril Sidelnikov,0.733333333,15,11,4,0,"5' 11""",230 lbs.,--,,"Aug 17, 1988",2.87,0.28,4.48,0.61,0.00,0.00,0.00,0
Adrian Serrano,0.629213483,89,56,29,4,"5' 8""",170 lbs.,--,,"Dec 23, 1963",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Yuhi Sano,0,4,0,4,0,"5' 11""",243 lbs.,--,Orthodox,"Feb 02, 1965",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Gerald Strebendt,0.5625,16,9,7,0,"5' 9""",155 lbs.,--,Orthodox,"Mar 01, 1979",0,0.00,4.00,0.38,0.00,0.00,0.00,16.4
Ryan Spann,0.7,30,21,9,0,"6' 5""",205 lbs.,"79""",Orthodox,"Aug 24, 1991",3.42,0.40,3.91,0.45,1.29,0.35,0.47,1.5
Chael Sonnen,0.644444444,45,29,15,1,"6' 1""",205 lbs.,"73""",Southpaw,"Apr 03, 1977",3.08,0.43,1.10,0.62,3.81,0.59,0.66,0.4
Danny Sabatello,0.9,10,9,1,0,"5' 10""",135 lbs.,"71""",Orthodox,"Mar 31, 1993",2.07,0.57,0.20,0.25,3.00,0.75,1.00,1
Ivan Serati,0.75,16,12,4,0,"6' 0""",205 lbs.,--,Orthodox,--,0.86,0.26,5.33,0.29,0.00,0.00,0.00,0
John Salter,0.823529412,17,14,3,0,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",1.68,0.32,1.68,0.68,2.85,0.46,0.66,0.5
Lumumba Sayers,0.545454545,11,6,5,0,"6' 0""",185 lbs.,--,,"Jun 30, 1978",2.54,0.41,2.37,0.48,7.63,0.75,0.00,2.5
Ray Sloan,0.888888889,9,8,1,0,"6' 1""",205 lbs.,--,,"Jul 14, 1985",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Justin Smitley,0.555555556,18,10,7,1,--,145 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Neil Seery,0.551724138,29,16,13,0,"5' 4""",125 lbs.,"64""",Orthodox,"Aug 30, 1979",3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6
Lazar Stojadinovic,0.705882353,17,12,5,0,"5' 7""",145 lbs.,"68""",Southpaw,"Mar 22, 1989",1.82,0.29,1.97,0.59,0.00,0.00,0.00,0
Kyle Stewart,0.785714286,14,11,3,0,"6' 0""",170 lbs.,"76""",Orthodox,"Jan 31, 1989",1.41,0.35,2.42,0.43,1.32,0.20,0.60,0
Brian Schwartz,0.5,2,1,1,0,"6' 3""",170 lbs.,--,Orthodox,--,1.27,0.44,0.87,0.45,0.00,0.00,0.50,1
Dmitrii Smoliakov,0.75,12,9,3,0,"6' 2""",253 lbs.,"74""",Switch,"Aug 05, 1982",1.44,0.42,3.81,0.55,0.00,0.00,0.75,0
Dan Stittgen,0.705882353,17,12,5,0,"6' 1""",170 lbs.,--,Orthodox,"Nov 17, 1980",2.97,0.46,4.42,0.37,0.78,1.00,1.00,0
Leonardo Silva de Oliveira,0.75,16,12,4,0,"6' 2""",185 lbs.,--,Orthodox,"Apr 23, 1992",1.07,0.40,0.54,0.50,24.11,0.50,0.00,0
Amir Sadollah,0.545454545,11,6,5,0,"5' 10""",170 lbs.,"75""",Orthodox,"Aug 27, 1980",4.71,0.46,3.55,0.60,0.57,0.27,0.60,0.3
Boston Salmon,0.666666667,9,6,3,0,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990",4.13,0.37,7.75,0.59,0.00,0.00,1.00,0
Ron Stallings,0.636363636,22,14,8,0 (1 NC),"6' 2""",170 lbs.,"75""",Southpaw,"Jan 25, 1983",3.22,0.60,3.26,0.51,0.00,0.00,0.71,0
Brendan Schaub,0.666666667,15,10,5,0,"6' 4""",245 lbs.,"78""",Orthodox,"Mar 18, 1983",2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4
George Stork,0.4375,16,7,9,0,"5' 10""",185 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Muslim Salikhov,0.791666667,24,19,5,0,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",3.36,0.51,2.94,0.62,1.27,0.40,0.73,0
Anderson Silva,0.755555556,45,34,11,0 (1 NC),"6' 2""",185 lbs.,"77""",Southpaw,"Apr 14, 1975",3.05,0.61,2.05,0.60,0.50,0.77,0.69,0.8
Ray Steinbeiss,0.666666667,21,14,7,0,"5' 11""",170 lbs.,--,Orthodox,"Sep 12, 1979",0,0.00,0.00,1.00,0.00,0.00,0.00,0
Brandon Sene,0.5,4,2,2,0,"5' 11""",205 lbs.,--,,"May 21, 1981",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Sidney Silva,0.666666667,12,8,4,0,"6' 3""",170 lbs.,--,Southpaw,"Feb 27, 1972",2.86,0.65,3.30,0.34,3.30,1.00,0.00,0
Naho Sugiyuma,0.705882353,17,12,5,0,"5' 1""",105 lbs.,--,,"Feb 03, 1978",2.59,0.48,2.45,0.71,2.05,1.00,0.66,0
Don Shainis,0.705882353,17,12,5,0,"5' 6""",145 lbs.,"67""",Orthodox,"Sep 16, 1990",3.42,0.50,5.87,0.31,0.97,0.25,0.20,1.9
Thiago Santos,0.666666667,33,22,11,0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1
Elvis Sinosic,0.35,20,7,11,2,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 13, 1971",1.13,0.37,4.60,0.53,0.00,0.00,0.00,1.2
Yusup Saadulaev,0.8,20,16,4,1 (1 NC),"5' 6""",135 lbs.,--,,"Mar 31, 1985",0.57,0.45,0.96,0.66,5.73,0.60,0.00,1
Ivan Shtyrkov,0.9375,16,15,0,1,"6' 0""",205 lbs.,"74""",Orthodox,"Jun 09, 1988",0,0.00,0.00,0.00,0.00,0.00,0.00,0
George Sullivan,0.708333333,24,17,7,0 (1 NC),"6' 0""",170 lbs.,"73""",Orthodox,"Mar 13, 1981",3.53,0.39,2.42,0.57,1.37,0.20,0.38,0.7
Mark Striegl,0.818181818,22,18,4,0 (1 NC),"5' 8""",145 lbs.,"70""",Southpaw,"Jun 23, 1988",1.4,0.45,4.07,0.40,0.00,0.00,0.66,0
Louis Smolka,0.653846154,26,17,9,0,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",4.67,0.47,4.11,0.53,1.69,0.35,0.32,1.8
Jeimeson Saudino,0.615384615,13,8,5,0,"5' 6""",135 lbs.,--,,"Mar 05, 1991",0.66,0.30,0.82,0.84,2.47,0.50,0.00,2.5
Andrei Semenov,0.755555556,45,34,9,2,"6' 0""",185 lbs.,--,Orthodox,"Jun 17, 1977",0.78,0.15,2.44,0.60,1.74,0.80,0.55,0.4
Rory Singer,0.55,20,11,9,0,"6' 2""",185 lbs.,"77""",Orthodox,"May 28, 1976",2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8
Carl Seumanutafa,0.555555556,18,10,8,0,"6' 1""",255 lbs.,--,Orthodox,--,0,0.00,3.33,0.75,0.00,0.00,0.00,0
Punahele Soriano,0.692307692,13,9,4,0,"5' 11""",185 lbs.,"72""",Southpaw,"Nov 22, 1992",3.96,0.45,4.55,0.48,0.79,0.40,0.33,0
Antonio Schembri,0.5,10,5,5,0,"5' 9""",205 lbs.,--,Orthodox,"Jun 01, 1974",0.72,0.26,2.12,0.55,1.31,0.40,0.00,0.4
Gennaro Strangis,0,1,0,1,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Ivan Salaverry,0.608695652,23,14,9,0,"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971",3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5
Donald Sanchez,0.645833333,48,31,17,0,"5' 10""",145 lbs.,--,,"Aug 18, 1984",0.58,0.50,1.16,0.55,0.00,0.00,0.50,0
Julija Stoliarenko,0.5,22,11,9,2,"5' 7""",125 lbs.,"66""",Orthodox,"Apr 08, 1993",2.49,0.39,4.54,0.46,0.93,0.27,0.54,1.7
Yukio Sakaguchi,0.461538462,13,6,7,0,"5' 9""",185 lbs.,--,Orthodox,"Jul 26, 1973",0.3,0.25,2.40,0.50,4.50,1.00,0.00,9
Mike Swick,0.714285714,21,15,6,0,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979",2.36,0.37,2.29,0.54,1.06,0.50,0.61,0.6
Wade Shipp,0.6875,16,11,5,0,"6' 3""",245 lbs.,--,Orthodox,"Feb 09, 1975",4.29,0.86,2.14,0.00,0.00,0.00,0.75,0
Kerry Schall,0.648648649,37,24,13,0 (1 NC),"6' 2""",265 lbs.,--,Orthodox,"Aug 09, 1971",0.94,0.11,4.84,0.63,0.00,0.00,0.00,0
Kevin Syler,0.909090909,11,10,1,0,"5' 9""",155 lbs.,"71""",Switch,"Jul 29, 1993",5.6,0.69,4.03,0.48,1.00,0.40,0.77,2
Chas Skelly,0.863636364,22,19,3,0 (1 NC),"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",2.01,0.40,3.21,0.49,1.74,0.34,0.39,2.3
Danilo Suzart,0.818181818,11,9,2,0,"6' 0""",260 lbs.,--,Orthodox,"Dec 04, 1991",4.09,0.55,11.73,0.51,0.00,0.00,0.00,0
Bob Schrijber,0.526315789,38,20,17,1,"6' 0""",240 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Joe Soto,0.72,25,18,7,0,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987",3.36,0.41,5.37,0.67,0.85,0.21,0.70,1.9
Cody Sons,0.3,10,3,7,0,"5' 9""",205 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Maia Stevenson,0.545454545,11,6,5,0,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982",1.57,0.54,3.13,0.33,3.91,1.00,0.50,0
Frankie Saenz,0.65,20,13,7,0,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980",3.94,0.47,3.50,0.52,1.74,0.31,0.61,0.1
Lucas Stark,0.166666667,6,1,5,0,--,155 lbs.,--,,--,1.6,0.25,3.20,0.66,12.00,1.00,0.00,0
Masanori Suda,0.611111111,36,22,11,3,"5' 9""",183 lbs.,--,Orthodox,--,1.8,0.50,1.20,0.63,0.00,0.00,0.60,0
Magomed Sultanakhmedov,0.75,24,18,6,0,"6' 2""",185 lbs.,--,Southpaw,--,0,0.00,2.40,0.42,9.00,1.00,0.00,9
AJ Siscoe,0.333333333,3,1,2,0,"5' 7""",135 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Brian Sleeman,0.473684211,19,9,9,1,"5' 8""",185 lbs.,--,,--,4,0.48,1.85,0.70,9.23,1.00,1.00,0
